boevejo01,1985,Joseph Martin,R,541,14
bogarjo01,1920,John Renzie,R,5,1
bogarti01,2000,Timothy Paul,R,1,1
boggsmi01,2008,Mitchell Thomas,R,159,4
boggsto01,1976,Thomas Winton,R,278,9
boggswa01,1997,Wade Anthony,R,2,2
bohenpa01,1913,Leo Ignatius,R,5,2
bohnch01,1882,Charles,R,1,1
boitada01,1978,Danny Jon,R,52,5
bokeldi01,1951,Richard Werner,R,27,3
bokinjo01,1936,Joseph,R,5,1
bolanbe01,1915,Bernard Anthony,R,364,7
boldebi01,1919,William Horace,R,4,1
bolinbo01,1961,Bobby Donald,R,1175,14
bollogr01,1965,Gregory Gene,R,20,2
boltoro01,1993,Rodney Earl,R,27,2
bombama01,1978,Mark Vincent,R,124,4
bondeje01,2003,Jeremy Allen,R,929,8
bondto01,1874,Thomas Henry,R,879,11
bonesri01,1991,Ricardo Ricky,R,564,13
bonetju01,1937,Julio Giacomo,R,50,3
boneyha01,1927,Henry Tate,R,0,1
bonhabi01,1971,William Gordon,R,985,10
bonhati01,1940,Ernest Edward,R,478,10
bonikjo01,1962,Joseph Peter,R,45,1
bonilbo01,2001,Roberto Martin Antonio,R,0,1
bonined01,2008,Eddie Keith,R,54,3
bonogu01,1920,Adlai Wendell,R,4,1
bonsebo01,2006,Boof,R,334,5
bookech01,2005,Christopher Scott,R,10,4
bookegr01,1983,Gregory Scott,R,119,9
booneda01,1919,James Albert,R,25,4
bootcch01,2003,Christopher Brandon,R,105,6
bootham01,1876,Amos Smith,R,18,2
boozejo01,1962,John Morgan,R,282,7
borbope01,1969,Pedro (Rodriguez),R,409,13
borchge01,1888,George Benard,R,26,2
bordejo01,1875,Joseph Emley,R,41,2
bordiri01,1980,Richard Albert,R,247,9
borispa01,1982,Paul Stanley,R,30,1
borkoda01,1999,,R,265,7
borlato02,1994,Toby Shawn,R,211,10
borowha01,1942,Henry Ludwig,R,690,13
borowjo01,1995,Joseph Thomas,R,372,14
bosioch01,1986,Christopher Louis,R,1059,11
boskish01,1990,Shawn Kealoha,R,494,11
bosmadi01,1966,Richard Allen,R,757,13
bosseme01,1945,Melvin Edward,R,3,1
boswean01,1895,Andrew Cottrell,R,30,2
bosweda01,1964,David Wilson,R,882,9
botelde01,1982,Derek Wayne,R,35,2
bottari01,1994,Ricky Paul,R,575,12
botteke01,1992,Kent Dennis,R,566,12
botzbo01,1962,Robert Allen,R,24,1
bouldca01,1961,Carl Edward,R,36,4
boultja01,1907,Jacob John,R,78,3
bourgst01,1996,Steven James,R,17,1
boutoji01,1962,James Alan,R,720,11
boveemi01,1997,Michael Craig,R,5,1
bowdemi01,2008,Michael Matthew,R,45,4
bowency01,1896,Sutherland McCoy,R,3,1
bowenry01,1991,Ryan Eugene,R,216,5
bowerfr01,1904,Frank Eugene,R,0,1
bowersh01,1997,Shane Patrick,R,7,1
bowerst01,1935,Stewart Cole,R,5,2
bowlebr01,2001,,R,25,3
bowlech01,1943,Charles James,R,17,2
bowleem01,1922,Emmett Jerome,R,0,1
bowlegr01,1931,Grant Tierney,R,17,2
bowmaab01,1914,Alvah Edson,R,27,2
bowmabo01,1939,Robert James,R,146,4
bowmabo02,1959,Robert Leroy,R,0,1
bowmajo01,1932,Joseph Emil,R,502,12
bowyetr01,2005,Travis Charlton,R,12,1
boydga01,1969,Gary Lee,R,9,1
boydja02,1999,,R,97,5
boydoi01,1982,Dennis Ray,R,799,11
boydra01,1910,Raymond C.,R,26,2
boyerbl01,2005,Blaine Thomas,R,162,9
boyercl01,1949,Cloyd Victor,R,198,5
boyleha01,1938,Harry,R,19,2
boylehe01,1884,Henry J.,R,602,6
bozema01,1996,Marshall Wayne,R,19,1
brabege01,1966,Eugene Mathew,R,440,5
brachbr01,2011,Brad,R,11,1
brackan01,2011,Andrew Warren,R,0,1
brackja01,1901,John James,R,18,1
brackjo01,1904,John Givler,R,11,1
bradedo01,1964,Donald Eugene,R,2,1
bradfbi01,1956,William D.,R,0,1
bradfch01,1998,Chadwick Lee,R,313,13
bradlbe01,1983,Steven Bert,R,3,1
bradlbi01,1901,William Joseph,R,0,1
bradlfo01,1876,George H.,R,16,1
bradlfr01,1948,Fred Langdon,R,2,2
bradlge01,1875,George Washington,R,620,9
bradlhe01,1927,Herbert Theodore,R,20,3
bradlry01,1998,,R,13,1
bradlto01,1969,Thomas William,R,691,7
bradsjo01,1929,Joe Siah,R,1,1
bradybi01,1912,William Aloysius,R,0,1
bradyki01,1905,James Ward,R,20,5
bradyne01,1915,Cornelius Joseph,R,22,3
braggdi01,1901,Richard Realf,R,1,1
brainas01,1871,Asahel,R,33,5
brameer01,1928,Ervin Beckham,R,188,5
brancno01,1941,Norman Downs,R,41,2
brancra01,1944,Ralph Theodore Joseph,R,829,14
brancro01,1979,Roy,R,6,1
brandbi01,1941,William George,R,21,3
brandbu01,1966,Darrell G,R,354,8
brandch01,1908,Chester Milton,R,44,3
brandma01,1995,Mark Clay,R,121,4
brantcl01,1991,Clifford,R,57,2
brantje01,1988,Jeffrey Hoke,R,728,14
brashki01,1899,Norman Cobb,R,5,1
braunjo01,1964,John Paul,R,1,1
braunry01,2006,Ryan Zachary,R,30,2
brazede01,2002,Dewon Cortez,R,145,5
brazoyh01,2004,Yhency Jose,R,108,6
breale01,2000,,R,5,2
breckbi01,1929,William Robertson,R,2,1
breinfr01,1980,Fred Lawrence,R,260,5
brennbe01,1912,Delbert Henry,R,3,1
brenndo01,1933,James Donald,R,172,6
brennji02,1965,James Leroy,R,2,1
brennto01,1981,Thomas Martin,R,102,5
brennwi01,1988,William Raymond,R,18,2
brently01,1913,Lynn Davis,R,52,4
